email_id,email_type,subject_hotness_score,email_source_type,customer_location,email_campaign_type,total_past_communications,time_email_sent_category,total_links,total_images
EMA00081056346290,1,0.2,1,Zacatecas,3,10,2,2,0
EMA00081056355010,1,1.6,1,Monterrey,2,20,2,8,0
EMA00081056435440,2,1.1,1,Puebla,2,1,1,6,2
EMA00081056631740,1,0.5,2,Veracruz,2,33,2,-1,0
EMA00081056860650,2,0.3,1,Puebla,3,47,2,11,0
EMA00081056877690,2,1.3,1,Tijuana,2,42,3,11,4
EMA00081056882930,1,2.1,1,Sinaloa,2,20,2,6,0
EMA00081057082200,1,1.4,2,Zacatecas,2,24,3,11,7
EMA00081057094040,2,1.4,1,Tijuana,2,24,2,26,13
EMA00081057134550,2,0.3,2,Monterrey,3,29,3,14,2
EMA00081057268250,1,0.7,1,Monterrey,2,20,3,2,0
EMA00081057330260,1,1.1,1,Guadalajara,2,28,2,41,32
EMA00081057404940,1,2.2,2,Aguascalientes,2,1,2,4,0
EMA00081057587160,1,0.7,2,Veracruz,2,41,2,-1,12
EMA00081057699330,1,1.3,2,Sinaloa,2,1,1,21,5
EMA00081058189130,1,0.0,2,Puebla,3,25,2,21,16
EMA00081058331170,1,1.8,2,Aguascalientes,2,30,2,21,13
EMA00081058469740,1,1.4,2,Aguascalientes,2,1,2,4,0
EMA00081058799410,1,3.8,2,Monterrey,2,14,1,9,8
EMA00081058874820,1,1.5,1,Sinaloa,2,40,2,16,0
EMA00081059022200,1,2.5,1,San Luis,2,32,1,31,21
EMA00081059170400,2,0.0,2,Aguascalientes,1,0,2,1,0
EMA00081059485300,1,2.7,1,Veracruz,2,12,3,11,6
EMA00081059494260,1,0.1,1,Monterrey,3,46,2,-1,0
EMA00081059863380,1,0.8,2,Zacatecas,2,37,1,6,0
EMA00081059905350,2,0.3,1,Sinaloa,3,25,1,5,0
EMA00081059997430,1,0.3,1,Tijuana,3,52,3,11,8
EMA00081060162140,1,1.2,1,Guadalajara,2,18,2,6,-1
EMA00081060275030,1,0.2,1,Monterrey,3,60,2,6,0
EMA00081060305430,1,0.1,1,Ciudad de México,3,36,2,16,10
EMA00081060354600,2,0.2,1,Ciudad de México,3,25,1,14,5
EMA00081060366980,1,1.8,2,Zacatecas,2,18,2,16,5
EMA00081060392250,1,0.9,1,Ciudad de México,2,54,2,11,9
EMA00081060452180,1,0.2,2,Tijuana,3,38,3,21,7
EMA00081060471220,1,0.1,1,Tijuana,2,37,2,16,7
EMA00081060789300,1,2.9,2,Tijuana,2,26,2,31,15
EMA00081060855680,1,0.1,1,Puebla,1,0,2,1,0
EMA00081060865940,1,1.2,2,Veracruz,2,41,1,6,3
EMA00081060877130,1,0.1,2,Tijuana,3,17,2,7,0
EMA00081060884050,1,1.7,1,San Luis,2,23,3,11,10
EMA00081061670090,1,1.9,2,Zacatecas,2,30,2,16,10
EMA00081062167510,2,0.2,2,Zacatecas,3,55,3,11,0
EMA00081062271760,2,1.6,1,Zacatecas,2,24,2,21,13
EMA00081062375160,1,1.2,1,Ciudad de México,2,19,2,11,0
EMA00081062507760,1,1.6,2,Puebla,2,26,2,6,0
EMA00081062666850,1,1.0,1,Zacatecas,2,39,2,11,0
EMA00081062853550,1,1.0,1,Guadalajara,2,47,2,41,22
EMA00081063117900,2,1.8,1,Ciudad de México,2,17,3,3,0
EMA00081063347100,2,0.2,2,Veracruz,3,32,3,16,10
EMA00081063716430,2,1.5,1,Puebla,2,17,2,4,0
EMA00081063955690,1,0.9,2,Tijuana,2,20,2,8,0
EMA00081064009270,1,0.2,2,San Luis,3,1,1,4,0
EMA00081064101410,2,0.0,2,Aguascalientes,3,5,2,4,0
EMA00081064133660,1,1.7,2,Monterrey,2,23,2,9,0
EMA00081064198080,1,0.9,2,Puebla,2,1,2,9,0
EMA00081064250510,1,1.8,2,Sinaloa,2,21,2,24,6
EMA00081064475110,1,2.7,1,Aguascalientes,2,19,2,8,3
EMA00081064601800,1,2.4,2,San Luis,2,29,2,11,1
EMA00081064647810,2,2.1,1,Puebla,2,18,3,8,6
EMA00081064657200,1,1.5,2,Ciudad de México,2,25,2,5,1
EMA00081064724620,1,0.6,2,Guadalajara,2,52,2,8,0
EMA00081065048780,2,0.0,1,Veracruz,3,10,2,16,0
EMA00081065095490,1,0.9,1,Tijuana,2,44,2,8,2
EMA00081065181860,2,0.3,1,Monterrey,3,43,1,5,0
EMA00081065194320,1,0.1,1,San Luis,3,7,2,11,0
EMA00081065440200,2,0.0,1,Monterrey,3,21,2,-1,0
EMA00081065548620,1,0.4,2,Ciudad de México,2,32,1,11,6
EMA00081065755700,2,0.3,2,Aguascalientes,3,27,1,6,0
EMA00081065840990,1,0.7,2,Puebla,2,19,2,18,4
EMA00081065861810,1,0.0,1,Monterrey,3,39,2,8,-1
EMA00081065964930,1,1.5,1,Guadalajara,2,31,1,6,0
EMA00081066033460,2,0.8,1,San Luis,2,16,2,5,0
EMA00081066393540,1,0.9,2,Guadalajara,2,26,2,11,2
EMA00081066402090,2,0.6,1,Veracruz,2,26,3,21,9
EMA00081066661640,1,0.2,2,Monterrey,2,37,2,6,0
EMA00081066800010,1,1.6,1,Monterrey,2,34,2,14,9
EMA00081066882790,2,0.2,1,Ciudad de México,3,54,2,16,0
EMA00081066922330,2,0.3,1,Veracruz,2,32,2,6,0
EMA00081067004740,1,0.4,2,Veracruz,2,39,2,11,6
EMA00081067013930,1,1.9,1,Tijuana,2,23,2,14,0
EMA00081067057450,1,0.3,1,San Luis,2,53,2,11,0
EMA00081067305550,1,2.4,2,Veracruz,2,15,3,6,0
EMA00081067530390,1,0.3,2,Monterrey,2,27,2,14,13
EMA00081067714970,2,0.1,1,Sinaloa,3,32,2,16,4
EMA00081067741250,1,0.3,1,Ciudad de México,3,40,3,6,5
EMA00081068079300,2,0.2,2,Zacatecas,3,48,1,9,0
EMA00081068080440,1,2.0,1,Veracruz,2,40,3,11,2
EMA00081068289860,1,0.3,2,Zacatecas,3,58,3,11,4
EMA00081068540070,1,3.1,2,Ciudad de México,2,26,2,21,8
EMA00081068567750,2,0.0,1,Monterrey,2,44,2,6,0
EMA00081068951340,1,0.0,1,Puebla,3,49,1,16,2
EMA00081068952310,1,1.7,2,Guadalajara,2,20,2,11,2
EMA00081068961300,1,0.8,2,Zacatecas,2,36,2,8,0
EMA00081069218650,2,0.1,1,Guadalajara,3,60,2,4,0
EMA00081069288130,1,0.3,1,Puebla,2,26,1,21,12
EMA00081069315860,2,0.2,1,Ciudad de México,2,1,1,4,0
EMA00081069397850,1,2.4,2,Aguascalientes,2,29,3,6,0
EMA00081069505010,1,1.9,2,Veracruz,2,35,3,4,0
EMA00081069547130,1,1.9,2,Guadalajara,2,26,2,14,0
EMA00081069742650,1,1.4,1,Tijuana,2,35,2,6,2
EMA00081069770410,1,2.3,2,Tijuana,2,31,1,6,0
EMA00081069800800,1,0.2,2,Monterrey,3,25,2,21,16
EMA00081069850280,2,0.0,1,Puebla,3,30,2,19,6
EMA00081069952780,1,0.8,2,Sinaloa,2,30,3,-1,2
EMA00081069984360,1,0.0,1,Tijuana,3,45,2,6,0
EMA00081070040950,1,0.8,1,Guadalajara,2,40,2,11,0
EMA00081070295550,1,0.3,2,Veracruz,3,30,2,14,1
EMA00081070347760,1,0.3,2,Tijuana,3,31,2,6,4
EMA00081070508040,1,3.2,2,Veracruz,2,14,1,11,0
EMA00081070535020,1,1.7,2,Veracruz,2,1,2,8,0
EMA00081070579810,1,0.9,1,Aguascalientes,2,1,2,4,3
EMA00081070952230,1,0.4,1,Sinaloa,2,32,3,11,4
EMA00081071143320,1,1.3,1,Tijuana,2,15,2,9,0
EMA00081071170350,1,1.1,2,Tijuana,2,19,1,11,0
EMA00081071193650,1,0.2,1,San Luis,3,52,2,19,7
EMA00081071538670,1,0.3,2,Zacatecas,3,48,1,11,8
EMA00081071590910,2,0.1,1,Ciudad de México,3,1,3,8,5
EMA00081071951710,2,0.1,2,Ciudad de México,3,1,2,14,0
EMA00081071968520,1,0.7,2,Guadalajara,2,42,1,21,7
EMA00081072017850,1,1.4,1,Guadalajara,2,22,2,9,6
EMA00081072122730,1,0.3,2,Zacatecas,2,37,2,12,8
EMA00081072205530,2,0.2,2,Monterrey,3,42,2,9,1
EMA00081072218010,1,0.2,2,Sinaloa,2,22,2,8,1
EMA00081072375060,1,1.5,1,San Luis,2,13,2,8,7
EMA00081072418930,1,0.2,2,Aguascalientes,3,8,1,11,0
EMA00081072547980,2,0.0,1,Tijuana,3,47,2,4,0
EMA00081072557670,1,1.7,1,Sinaloa,2,22,1,4,0
EMA00081072597850,1,1.9,1,Tijuana,2,43,3,21,17
EMA00081072633280,1,1.4,1,Aguascalientes,2,11,2,31,19
EMA00081072742430,1,0.2,2,San Luis,3,1,2,11,0
EMA00081072782470,2,1.2,1,Zacatecas,2,29,2,11,0
EMA00081072797320,2,2.1,1,Puebla,2,25,3,11,0
EMA00081072963370,1,0.2,1,Ciudad de México,2,37,2,13,10
EMA00081073165100,1,2.4,1,Aguascalientes,2,12,1,6,0
EMA00081073306310,1,2.4,2,Zacatecas,2,24,2,9,8
EMA00081073374310,1,2.1,2,Aguascalientes,2,25,1,14,0
EMA00081073385810,1,1.5,2,San Luis,2,46,2,7,0
EMA00081073796460,2,1.9,1,Ciudad de México,2,1,1,8,0
EMA00081073840610,1,0.3,1,Aguascalientes,2,49,2,21,11
EMA00081073871990,2,0.2,2,Veracruz,3,32,1,9,0
EMA00081074060780,1,2.0,2,Veracruz,2,39,3,4,0
EMA00081074237460,1,3.4,2,Zacatecas,2,16,2,4,0
EMA00081074405790,1,2.0,2,San Luis,2,1,1,9,8
EMA00081074501190,1,1.7,2,Tijuana,2,40,1,11,10
EMA00081074522000,2,0.4,1,Puebla,2,47,3,21,11
EMA00081074568190,1,0.6,1,Tijuana,2,35,2,21,13
EMA00081074678920,1,0.1,2,Sinaloa,2,1,2,9,0
EMA00081074771880,1,0.5,1,Puebla,2,20,2,4,0
EMA00081074801000,1,0.3,1,Sinaloa,3,59,2,9,3
EMA00081075056260,1,1.5,1,San Luis,2,21,1,11,4
EMA00081075109590,1,1.1,2,Puebla,2,15,2,11,0
EMA00081075279270,1,0.2,2,Monterrey,2,36,3,8,0
EMA00081075556310,2,0.2,1,Monterrey,3,55,2,6,2
EMA00081075879300,1,1.7,1,Puebla,2,38,2,21,9
EMA00081075949770,1,0.0,1,San Luis,3,42,1,11,0
EMA00081076078170,1,0.7,1,Aguascalientes,2,42,2,11,0
EMA00081076333970,2,0.0,1,Tijuana,3,22,2,2,0
EMA00081076554580,2,0.3,1,Zacatecas,2,44,2,11,0
EMA00081076562500,1,1.4,2,Veracruz,2,36,2,6,0
EMA00081076605840,1,2.0,1,Puebla,2,14,2,6,0
EMA00081076722920,1,1.2,2,San Luis,2,32,2,15,10
EMA00081076788670,2,2.0,1,San Luis,2,16,3,4,0
EMA00081076791250,1,2.1,1,Aguascalientes,2,29,2,-1,0
EMA00081076841210,1,0.1,1,Zacatecas,2,50,2,6,5
EMA00081076878500,1,3.4,2,Guadalajara,2,19,2,6,3
EMA00081076951380,2,0.2,1,San Luis,3,1,2,8,0
EMA00081077001250,2,1.7,1,Puebla,2,5,1,11,7
EMA00081077114670,2,0.2,1,Veracruz,3,29,1,7,2
EMA00081077419130,1,1.4,1,Guadalajara,2,21,2,11,4
EMA00081077516120,2,2.2,1,Guadalajara,2,1,3,4,0
EMA00081077602210,1,0.1,1,Puebla,3,58,3,6,4
EMA00081077652420,1,1.2,2,San Luis,2,1,2,18,15
EMA00081078002170,1,0.8,2,San Luis,2,9,2,11,10
EMA00081078033140,2,2.4,1,Tijuana,2,14,2,11,0
EMA00081078125390,1,1.9,1,Ciudad de México,2,37,2,7,0
EMA00081078178180,2,2.4,1,Monterrey,2,1,1,6,5
EMA00081078229580,1,3.1,1,Aguascalientes,2,20,2,6,0
EMA00081078503300,1,1.5,2,Zacatecas,2,30,3,26,20
EMA00081078570340,2,0.1,1,Puebla,3,49,2,9,0
EMA00081078881950,1,1.0,1,Sinaloa,2,40,2,8,0
EMA00081078905670,1,1.5,2,Zacatecas,2,35,2,29,17
EMA00081078931570,2,1.5,1,Tijuana,2,10,2,-1,0
EMA00081079176470,1,0.3,1,San Luis,2,46,2,14,0
EMA00081079205100,2,2.0,1,Ciudad de México,2,1,1,4,2
EMA00081079293650,2,3.9,1,Zacatecas,2,14,1,16,0
EMA00081079597660,1,0.0,2,Veracruz,3,34,2,11,3
EMA00081079613510,1,2.9,1,Aguascalientes,2,15,2,6,0
EMA00081079716730,2,0.3,2,Ciudad de México,3,55,1,21,8
EMA00081079765570,1,0.1,1,Zacatecas,3,55,2,6,0
EMA00081079955820,1,0.2,2,Aguascalientes,3,49,3,-1,12
EMA00081080009730,1,1.0,1,Sinaloa,2,51,2,9,1
EMA00081080097170,1,0.5,1,Puebla,2,40,1,6,0
EMA00081080243260,2,0.7,1,Puebla,2,31,2,11,7
EMA00081080300210,1,2.4,2,Tijuana,2,1,2,14,7
EMA00081080402170,1,2.1,1,Guadalajara,2,21,2,14,6
EMA00081080558920,2,0.2,2,Guadalajara,3,29,2,7,0
EMA00081080611910,1,2.0,1,Aguascalientes,2,32,2,9,0
EMA00081080629790,1,0.1,1,Guadalajara,3,55,2,4,0
EMA00081080691630,1,2.3,1,Sinaloa,2,13,2,-1,0
EMA00081080779660,2,0.3,2,San Luis,3,40,2,9,2
EMA00081080795470,1,1.1,2,Aguascalientes,2,31,2,11,2
EMA00081080854680,1,0.1,1,San Luis,3,45,2,9,3
EMA00081080952050,1,0.2,2,Aguascalientes,3,38,2,11,0
EMA00081081091510,2,0.1,2,Ciudad de México,3,22,3,21,3
EMA00081081348510,2,1.4,1,Veracruz,2,28,3,6,0
EMA00081081443290,1,0.1,2,Veracruz,3,24,2,4,0
EMA00081081628270,1,2.0,1,Puebla,2,34,2,9,7
EMA00081081640890,1,0.7,1,Veracruz,2,33,3,6,0
EMA00081081730910,2,0.3,1,Puebla,2,47,2,4,0
EMA00081081769400,1,0.2,2,Puebla,3,21,2,16,4
EMA00081081777730,1,2.8,2,San Luis,2,15,1,14,3
EMA00081081866710,1,0.5,1,Sinaloa,2,30,3,21,12
EMA00081082162210,1,0.1,2,Zacatecas,3,13,2,14,9
EMA00081082180680,1,1.2,2,San Luis,2,24,1,6,0
EMA00081082193140,1,0.3,1,Ciudad de México,2,49,2,6,0
EMA00081082195480,1,0.0,2,Tijuana,3,46,2,8,0
EMA00081082508560,1,1.4,2,Tijuana,2,17,2,14,7
EMA00081082576530,1,2.6,2,Veracruz,2,18,3,16,12
EMA00081082730240,1,0.2,1,Ciudad de México,3,56,2,4,0
EMA00081083440710,2,0.4,1,Puebla,2,40,3,6,0
EMA00081083500440,2,0.0,2,Ciudad de México,3,46,1,11,0
EMA00081083509750,2,1.3,1,Guadalajara,2,27,1,11,0
EMA00081083594530,1,0.3,1,Tijuana,2,37,3,7,2
EMA00081083678760,2,0.6,1,Zacatecas,2,29,3,8,0
EMA00081083730950,1,1.0,2,Sinaloa,2,27,2,4,0
EMA00081083867520,1,0.4,2,Sinaloa,2,15,2,11,0
EMA00081083889820,1,0.0,2,Sinaloa,3,47,2,8,0
EMA00081083901360,2,0.1,2,Veracruz,3,9,2,5,0
EMA00081084075050,1,0.6,2,Ciudad de México,2,35,2,11,0
EMA00081084395440,2,0.3,2,San Luis,3,51,2,11,1
EMA00081084527730,1,2.5,1,San Luis,2,20,2,14,1
EMA00081084533270,1,0.0,1,Veracruz,3,24,1,6,3
EMA00081084535200,1,0.6,2,Tijuana,2,30,3,14,6
EMA00081084565260,1,0.5,2,Veracruz,2,25,2,8,0
EMA00081084585380,2,0.2,2,Aguascalientes,3,24,3,19,2
EMA00081084806700,1,2.9,2,Monterrey,2,30,3,11,0
EMA00081084813100,1,0.5,2,San Luis,2,23,2,4,0
EMA00081084981040,1,2.0,2,Puebla,2,12,2,16,13
EMA00081085014870,1,0.1,2,Ciudad de México,3,54,2,6,0
EMA00081085131300,1,0.7,2,Veracruz,2,30,2,16,3
EMA00081085343790,2,2.8,1,Guadalajara,2,1,2,6,1
EMA00081085453100,1,1.4,2,Tijuana,2,12,3,21,7
EMA00081085948360,1,0.8,2,Aguascalientes,2,31,2,7,3
EMA00081085951820,2,1.9,1,Aguascalientes,2,17,2,11,3
EMA00081086038990,1,0.2,2,San Luis,3,21,1,6,5
EMA00081086269880,1,1.3,1,Guadalajara,2,33,2,4,0
EMA00081086322970,1,0.3,2,Puebla,3,27,3,7,0
EMA00081086339420,1,0.0,2,Tijuana,3,31,2,8,0
EMA00081086696500,1,0.0,2,Tijuana,3,41,2,16,0
EMA00081086964940,2,1.1,1,Monterrey,2,14,3,9,8
EMA00081087072820,1,0.6,2,Zacatecas,2,14,2,11,0
EMA00081087136410,1,1.4,2,Monterrey,2,17,2,6,2
EMA00081087140790,2,0.2,1,Guadalajara,3,25,1,13,0
EMA00081087674770,2,1.3,1,San Luis,2,20,2,6,0
EMA00081087709420,1,4.3,2,Zacatecas,2,19,2,4,0
EMA00081087757600,1,1.3,2,Puebla,2,26,2,6,0
EMA00081087979080,1,1.9,2,Sinaloa,2,7,2,21,20
EMA00081088069240,2,1.6,1,Sinaloa,2,21,2,11,0
EMA00081088189890,1,0.3,1,Ciudad de México,3,24,2,11,10
EMA00081088194910,1,2.2,2,Ciudad de México,2,19,2,4,2
EMA00081088370680,2,0.7,1,Puebla,2,27,1,6,0
EMA00081088444680,2,0.0,1,Zacatecas,3,1,2,26,11
EMA00081088880730,1,1.9,1,San Luis,2,20,1,14,8
EMA00081088885210,2,0.3,2,Veracruz,3,1,3,4,0
EMA00081088913650,1,0.5,2,Puebla,2,35,2,18,13
EMA00081089063470,1,1.6,1,Tijuana,2,36,2,9,5
EMA00081089133090,1,0.0,2,Tijuana,3,1,2,9,0
EMA00081089179620,1,0.6,2,Zacatecas,2,26,3,24,7
EMA00081089289340,2,1.6,1,Aguascalientes,2,39,3,6,2
EMA00081089457390,2,1.8,1,Veracruz,2,26,3,2,0
EMA00081089621470,2,1.2,1,Veracruz,2,15,2,8,3
EMA00081089824920,1,2.0,2,Zacatecas,2,28,1,21,4
EMA00081089923730,1,1.8,1,San Luis,2,27,2,9,0
EMA00081089940280,1,0.3,1,San Luis,3,41,1,21,6
EMA00081090048360,1,2.7,2,Zacatecas,2,23,2,8,0
EMA00081090489820,2,0.3,1,Ciudad de México,2,35,2,14,1
EMA00081090769880,2,1.3,1,Veracruz,2,21,2,6,0
EMA00081090904130,1,0.1,1,Zacatecas,2,24,2,8,0
EMA00081091216020,1,0.3,2,Veracruz,3,52,1,14,12
EMA00081091226540,2,0.0,2,Zacatecas,3,10,2,2,0
EMA00081091403220,1,0.2,2,Puebla,3,32,2,6,0
EMA00081091427270,1,1.1,2,Veracruz,2,20,1,6,1
EMA00081091580860,1,0.2,2,Monterrey,3,36,2,3,0
EMA00081091789530,1,0.4,2,Zacatecas,2,40,2,11,10
EMA00081091856810,2,0.1,1,Veracruz,3,35,3,8,0
EMA00081091876220,1,0.9,2,Monterrey,2,31,1,3,0
EMA00081091990830,1,2.0,2,Guadalajara,2,21,2,14,0
EMA00081092262790,1,1.3,1,Aguascalientes,2,27,3,6,0
EMA00081092469390,1,1.4,2,Puebla,2,44,2,19,3
EMA00081092528490,1,0.0,2,Monterrey,2,40,2,6,5
EMA00081092607270,1,2.0,2,Guadalajara,2,9,1,6,1
EMA00081092898960,2,3.3,1,Ciudad de México,2,10,3,9,0
EMA00081092950030,1,0.1,2,Monterrey,3,57,2,11,0
EMA00081093235260,1,0.2,2,Puebla,3,41,2,6,0
EMA00081093620970,1,0.1,1,Aguascalientes,3,33,1,11,0
EMA00081093739780,1,3.3,1,Ciudad de México,2,19,2,4,0
EMA00081093833070,1,0.6,1,Sinaloa,2,43,2,4,0
EMA00081093908770,1,1.1,1,Guadalajara,2,29,1,11,0
EMA00081093990260,2,0.9,1,Aguascalientes,2,47,2,11,7
EMA00081094051000,1,3.1,2,Tijuana,2,22,2,4,0
EMA00081094099120,2,2.4,1,Zacatecas,2,18,2,11,0
EMA00081094186540,1,2.9,1,Aguascalientes,2,21,2,9,0
EMA00081094223730,1,2.1,1,Aguascalientes,2,19,1,11,0
EMA00081094234470,2,0.1,1,Aguascalientes,3,49,1,8,1
EMA00081094348020,1,1.9,1,Aguascalientes,2,26,2,21,10
EMA00081094769140,1,2.2,2,Ciudad de México,2,20,2,11,0
EMA00081095267870,2,0.6,1,Guadalajara,2,1,2,4,1
EMA00081095428540,2,2.9,1,Monterrey,2,22,3,6,3
EMA00081095815930,1,2.1,2,Guadalajara,2,20,3,8,7
EMA00081095995760,2,1.3,1,Zacatecas,2,23,3,4,0
EMA00081096259940,1,1.9,2,Guadalajara,2,18,2,11,0
EMA00081096476910,2,0.1,1,Puebla,3,33,2,5,0
EMA00081096549600,2,0.1,1,Guadalajara,3,20,1,8,0
EMA00081096755980,1,0.3,2,Puebla,3,38,2,21,20
EMA00081096794310,2,0.3,1,Tijuana,2,27,2,2,0
EMA00081096799650,1,0.1,1,Veracruz,3,40,3,6,0
EMA00081096811630,1,1.8,2,Ciudad de México,2,18,2,4,0
EMA00081096842650,2,3.1,1,Puebla,2,16,3,4,0
EMA00081096876870,1,2.2,2,San Luis,2,13,2,16,14
EMA00081096925580,2,0.4,1,Puebla,2,50,2,16,14
EMA00081097018880,1,0.3,1,San Luis,3,1,1,21,18
EMA00081097053240,1,1.4,1,Zacatecas,2,1,3,4,0
EMA00081097270670,1,1.6,2,Guadalajara,2,1,3,11,4
EMA00081097566250,1,3.1,2,Veracruz,2,20,2,6,0
EMA00081097632180,1,1.0,1,Aguascalientes,2,36,1,-1,3
EMA00081097641300,1,0.7,1,Sinaloa,2,35,2,11,1
EMA00081097879530,2,0.1,2,Zacatecas,3,46,3,6,1
EMA00081098028800,1,0.8,1,Zacatecas,2,34,2,21,15
EMA00081098101790,1,0.5,1,Monterrey,2,44,2,18,0
EMA00081098189870,1,4.5,2,Guadalajara,2,19,3,6,0
EMA00081098246800,2,0.8,1,Aguascalientes,2,19,2,31,18
EMA00081098610930,2,0.2,1,Sinaloa,3,16,2,9,4
EMA00081098966690,1,2.7,2,Sinaloa,2,23,1,41,30
EMA00081099096720,2,0.5,1,Veracruz,2,28,1,8,3
EMA00081099374840,1,0.7,1,Zacatecas,2,21,2,4,0
EMA00081099474690,2,0.0,1,Sinaloa,3,23,2,14,0
EMA00081099480650,1,1.9,2,Aguascalientes,2,31,1,6,0
EMA00081099662740,1,1.4,1,Sinaloa,2,22,1,8,0
EMA00081099740580,2,0.6,1,Puebla,2,34,3,8,1
EMA00081099775730,1,1.1,1,Guadalajara,2,45,3,16,10
EMA00081100111540,1,0.4,2,Sinaloa,2,30,2,-1,0
EMA00081100120810,1,0.1,1,Puebla,3,21,3,11,0
EMA00081100339800,1,1.5,2,Tijuana,2,10,1,5,0
EMA00081100809380,2,1.5,1,Guadalajara,2,17,3,6,0
EMA00081100936140,1,2.0,1,Guadalajara,2,1,1,11,0
EMA00081101027070,1,0.7,2,Ciudad de México,2,12,1,4,0
EMA00081101105430,1,1.8,2,Sinaloa,2,15,1,14,0
EMA00081101161110,2,0.1,1,San Luis,3,27,2,5,0
EMA00081101180360,1,0.4,2,Veracruz,2,37,1,16,10
EMA00081101276950,1,2.6,2,Tijuana,2,36,2,8,0
EMA00081101293710,1,1.6,1,Sinaloa,2,1,1,6,0
EMA00081101377470,2,0.3,2,Guadalajara,3,49,2,4,0
EMA00081101426570,1,0.4,2,Zacatecas,2,13,1,7,0
EMA00081101439300,1,1.7,1,Monterrey,2,26,1,8,3
EMA00081101477230,2,1.0,1,San Luis,2,10,3,6,0
EMA00081101555280,1,0.9,1,Guadalajara,2,33,2,16,12
EMA00081101894970,1,0.6,2,Monterrey,2,44,2,8,0
EMA00081101962040,1,0.3,1,Sinaloa,3,31,2,8,2
EMA00081101977280,1,2.5,1,Guadalajara,2,35,2,6,0
EMA00081102052350,1,1.4,2,San Luis,2,1,2,7,0
EMA00081102055390,2,0.2,2,Zacatecas,3,56,1,9,3
EMA00081102132010,1,0.6,1,Veracruz,2,45,2,11,0
EMA00081102223130,1,0.0,1,Guadalajara,3,57,2,6,5
EMA00081102291800,1,3.5,2,Sinaloa,2,1,2,6,0
EMA00081102368090,2,0.3,2,Veracruz,3,1,2,16,5
EMA00081102370050,1,0.2,2,Aguascalientes,2,21,2,18,4
EMA00081102467880,1,1.6,1,Zacatecas,2,16,2,6,0
EMA00081102601670,1,0.7,2,Aguascalientes,2,21,3,9,4
EMA00081102606670,2,0.2,1,Puebla,3,40,2,14,0
EMA00081102753300,1,1.1,1,Monterrey,2,39,3,9,0
EMA00081102768150,1,0.2,2,Aguascalientes,3,1,2,11,0
EMA00081102824490,2,0.2,2,Guadalajara,3,21,3,9,-1
EMA00081102891850,1,0.2,1,Veracruz,3,60,1,21,4
EMA00081102949850,1,1.5,2,Monterrey,2,1,3,11,0
EMA00081103029000,1,0.5,1,Monterrey,2,39,2,5,-1
EMA00081103239580,1,2.3,1,Puebla,2,28,3,26,13
EMA00081103302560,1,2.6,1,Puebla,2,7,1,5,3
EMA00081104010000,1,1.3,1,Tijuana,2,38,2,14,5
EMA00081104045000,2,0.2,1,Ciudad de México,3,38,3,10,6
EMA00081104076250,1,1.3,1,Sinaloa,2,35,3,11,2
EMA00081104124830,1,0.4,2,Veracruz,2,40,2,14,10
EMA00081104190230,1,0.3,1,Zacatecas,3,46,2,16,0
EMA00081104529020,1,0.1,2,Veracruz,3,32,1,9,0
EMA00081104590450,1,1.2,1,Sinaloa,2,14,2,11,0
EMA00081104599520,1,0.1,2,Zacatecas,3,49,2,24,7
EMA00081104746770,2,0.3,1,San Luis,3,1,2,14,6
EMA00081104767690,1,1.7,2,Ciudad de México,2,1,1,11,0
EMA00081105015450,1,0.3,1,Tijuana,3,39,2,11,0
EMA00081105037710,1,0.7,1,Veracruz,2,33,2,21,19
EMA00081105103480,1,0.2,1,San Luis,3,30,2,9,8
EMA00081105263140,2,0.5,1,Sinaloa,2,23,2,6,0
EMA00081105278980,1,0.8,2,Ciudad de México,2,32,2,6,-1
EMA00081105304460,1,2.2,2,Tijuana,2,5,2,4,0
EMA00081105317200,1,0.6,1,Monterrey,2,30,1,9,2
EMA00081105337440,2,0.4,1,Veracruz,2,34,2,6,0
EMA00081105479840,1,0.6,2,Puebla,2,10,2,4,0
EMA00081105539440,1,0.0,1,Ciudad de México,3,42,3,11,0
EMA00081105710490,1,0.8,2,Aguascalientes,2,17,3,6,0
EMA00081105872640,1,1.5,1,San Luis,2,31,2,9,0
EMA00081105910640,2,0.4,1,Tijuana,2,17,2,9,0
EMA00081105948750,2,0.3,2,Puebla,3,50,1,11,6
EMA00081106013230,2,0.1,1,Ciudad de México,3,49,2,4,0
EMA00081106047420,1,0.2,2,Sinaloa,3,57,2,8,0
EMA00081106174130,1,0.0,1,Guadalajara,1,0,2,1,0
EMA00081106331570,2,1.3,1,Puebla,2,1,3,7,0
EMA00081106390000,1,1.5,2,Ciudad de México,2,24,2,11,0
EMA00081106520950,1,0.2,1,Tijuana,3,29,1,24,21
EMA00081106674130,2,2.2,1,Zacatecas,2,15,2,11,0
EMA00081107099030,2,2.0,1,Veracruz,2,10,3,11,0
EMA00081107406720,1,1.9,1,Ciudad de México,2,10,1,4,0
EMA00081107517670,1,0.1,1,Veracruz,3,16,1,5,4
EMA00081107645290,2,0.1,1,Monterrey,3,44,2,14,7
EMA00081107728660,1,1.8,1,San Luis,2,20,3,4,0
EMA00081107767310,1,2.3,1,Monterrey,2,22,1,14,0
EMA00081107769520,1,2.0,1,Guadalajara,2,29,1,11,0
EMA00081107794590,1,0.3,2,Zacatecas,3,53,2,6,0
